org,repo_name,health_score,num_commits,max_num_commits,commit_count_metric,avg_opened_duration,min_opened_duration,opened_issued_metric,avg_merged_duration,min_merged_duration,merged_pr_metric,ratio,max_ratio,commit_developer_metric
CTP314,CTP314.github.io,0.11,2,40344,4.9573668E-5,5858000,663000,0.11317856,,,,2.0,40344.0,4.9573668E-5
buka-gaming,server,0.11,2,40344,4.9573668E-5,6281000,663000,0.10555644,,,,2.0,40344.0,4.9573668E-5
ERNICommunity,ERNI-Personal-Budget-Application,0.11,,,,5822000,663000,0.11387839,,,,,,
sid88in,serverless-appsync-plugin,0.11,,,,6220000,663000,0.10659164,,,,,,
arquivo,pwa-technologies,0.11,,,,5869000,663000,0.11296643,,,,,,
droidconKE,droidconKE2019App,0.11,4,40344,9.9147335E-5,6316000,663000,0.1049715,,,,2.0,40344.0,4.9573668E-5
kisonecat,web2js,0.11,,,,6026500,663000,0.1100141,,,,,,
DiamondLightSource,SuRVoS,0.11,1,40344,2.4786834E-5,5935000,663000,0.11171019,,,,1.0,40344.0,2.4786834E-5
NoriginMedia,react-spatial-navigation,0.11,2,40344,4.9573668E-5,5943000,663000,0.111559816,,,,2.0,40344.0,4.9573668E-5
MCUdude,MegaCoreX,0.11,1,40344,2.4786834E-5,5930500,663000,0.111794956,3993000,0,0.0,1.0,40344.0,2.4786834E-5
solid,specification,0.11,1,40344,2.4786834E-5,5820000,663000,0.11391752,,,,1.0,40344.0,2.4786834E-5
neontribe,ca-hospice-hope,0.11,,,,5991889.0,663000,0.11064958,,,,,,
FusionAuth,fusionauth-issues,0.11,,,,6073500,663000,0.109162755,,,,,,
symless,synergy-core,0.11,1,40344,2.4786834E-5,5959000,663000,0.11126028,,,,1.0,40344.0,2.4786834E-5
inorichi,tachiyomi,0.11,,,,6306000,663000,0.10513797,,,,,,
EdJoPaTo,wikidata-mall-telegram-game,0.11,,,,6299000,663000,0.1052548,,,,,,
ZorbaDimatteo,clean-code-kata,0.11,,,,6222333.5,663000,0.10655167,,,,,,
jeffijoe,awilix,0.11,,,,6295000,663000,0.10532168,,,,,,
Rafalves883,Video-Augmentation,0.11,,,,6268000,663000,0.105775364,,,,,,
ErikEJ,EFCorePowerTools,0.11,,,,6267000,663000,0.10579225,,,,,,
pattex,jekyll-tagging,0.11,,,,6258000,663000,0.10594439,,,,,,
sequelize,cli,0.11,,,,6256000,663000,0.10597826,,,,,,
clarkwinkelmann,catch-the-fish,0.11,,,,6253000,663000,0.10602911,,,,,,
AntSword-Store,AntSword-Store.github.io,0.11,,,,6242000,663000,0.106215954,,,,,,
Waynepeng,learnjavascript,0.11,,,,6242000,663000,0.106215954,,,,,,
stripe,stripe-python,0.11,,,,6227000,663000,0.106471814,,,,,,
veusz,veusz,0.11,,,,6212000,663000,0.10672891,,,,,,
alibaba,druid,0.11,,,,6127000,663000,0.108209565,,,,,,
lukasz-galka,ngx-gallery,0.11,,,,6175000,663000,0.107368425,,,,,,
mpdf,mpdf,0.11,,,,6173000,663000,0.107403204,,,,,,
pipt,little-printer-payload-inspector,0.11,,,,6171000,663000,0.10743801,,,,,,
tataxqy,ShenDaMap,0.11,,,,6168000,663000,0.10749027,,,,,,
autotester-one,integration-tests-7122,0.11,,,,6160000,663000,0.10762987,,,,,,
Saberization,web-watermark,0.11,,,,6146000,663000,0.10787504,,,,,,
oaijs,koa-oai-router-parameters,0.11,,,,6145000,663000,0.107892595,,,,,,
lichuang,lichuang.github.io,0.11,,,,6144000,663000,0.107910156,,,,,,
pyeve,eve-swagger,0.11,,,,6137000,663000,0.10803324,,,,,,
OzymandiasTheGreat,emoji-keyboard,0.11,,,,6108000,663000,0.10854617,,,,,,
anhive-junior,smart-board,0.11,,,,6099000,663000,0.10870635,,,,,,
anamikadatta,software-testing-career,0.11,,,,6063000,663000,0.10935181,,,,,,
Koenkk,Z-Stack-firmware,0.11,,,,6060000,663000,0.10940594,,,,,,
JuliaPhysics,Measurements.jl,0.11,,,,6046000,663000,0.10965928,,,,,,
samsonwang,LaunchyQt,0.11,,,,6038000,663000,0.10980457,,,,,,
tinymce,tinymce,0.11,,,,6036000,663000,0.10984095,,,,,,
nuxsmin,sysPass,0.11,,,,6034000,663000,0.10987736,,,,,,
deepkolos,vc-popup,0.11,,,,6034000,663000,0.10987736,,,,,,
tataqiuqiu,blogComment,0.11,,,,6025000,663000,0.11004149,,,,,,
docker,hub-feedback,0.11,,,,6019000,663000,0.11015119,,,,,,
hanreev,types-ol,0.11,,,,6000000,663000,0.1105,,,,,,
brainvisa,brainvisa-cmake,0.11,,,,5998000,663000,0.11053684,,,,,,
lmcinnes,pynndescent,0.11,,,,5995000,663000,0.11059216,,,,,,
pandas-profiling,pandas-profiling,0.11,,,,5970000,663000,0.11105528,,,,,,
kohlschutter,junixsocket,0.11,,,,5969000,663000,0.11107388,,,,,,
peterpakos,checkipaconsistency,0.11,,,,5961000,663000,0.11122295,,,,,,
SelinaYu,Yu.js,0.11,,,,5959000,663000,0.11126028,,,,,,
anhive-junior,smart_board-android_application,0.11,,,,5954000,663000,0.11135371,,,,,,
balena-io-playground,udev-rule-insert,0.11,1,40344,2.4786834E-5,5904000,663000,0.112296745,128000,0,0.0,1.0,40344.0,2.4786834E-5
Covertness,coap-rs,0.11,,,,5933000,663000,0.11174785,,,,,,
42ity,fty-rest,0.11,1,40344,2.4786834E-5,5855000,663000,0.11323655,,,,1.0,40344.0,2.4786834E-5
katzer,cordova-plugin-local-notifications,0.11,,,,5922000,663000,0.11195542,,,,,,
jsx-plus,babel-plugin-transform-jsx-memo,0.11,,,,5919000,663000,0.11201216,,,,,,
progit,progit2,0.11,,,,5918000,663000,0.112031095,,,,,,
ffuf,ffuf,0.11,,,,5916000,663000,0.112068966,,,,,,
connorcoley,retrosim,0.11,,,,5915000,663000,0.11208791,,,,,,
downshift-js,downshift,0.11,,,,5915000,663000,0.11208791,,,,,,
pangeo-data,pangeo-stacks,0.11,,,,5914000,663000,0.11210687,,,,,,
4uiiurz1,pytorch-adacos,0.11,,,,5911000,663000,0.11216376,,,,,,
fredrik-johansson,mpmath,0.11,,,,5901000,663000,0.11235384,,,,,,
basketballandlearn,Dureader-Bert,0.11,,,,5899000,663000,0.112391934,,,,,,
MaybeShewill-CV,lanenet-lane-detection,0.11,,,,5895000,663000,0.11246819,,,,,,
maraf,Money,0.11,2,40344,4.9573668E-5,5817000,663000,0.11397628,,,,2.0,40344.0,4.9573668E-5
xirixiz,Home-Assistant-Sensor-Afvalwijzer,0.11,,,,5874000,663000,0.112870276,,,,,,
petrsvihlik,WopiHost,0.11,,,,5861000,663000,0.11312063,,,,,,
oznu,homebridge-gsh,0.11,,,,5853000,663000,0.113275245,,,,,,
tekartik,sqflite,0.11,,,,5848000,663000,0.113372095,,,,,,
mawww,kakoune,0.11,,,,5835000,663000,0.11362468,,,,,,
giampaolo,psutil,0.11,,,,5834000,663000,0.11364415,,,,,,
george518,PPGo_ApiAdmin,0.11,,,,5830000,663000,0.11372212,,,,,,
wjakob,nanogui,0.11,,,,5814000,663000,0.114035085,,,,,,
manabuyasuda,til,0.11,,,,5805000,663000,0.11421189,,,,,,
Financial-Times,origami-component-converter,0.11,,,,5803000,663000,0.11425125,,,,,,
PepsRyuu,nollup,0.11,,,,5783000,663000,0.114646375,,,,,,
czl620,UFKit,0.11,,,,5782000,663000,0.11466621,,,,,,
mpsq,what-time-is-it,0.10,2005,40344,0.0496976,,,,,,,2005.0,40344.0,0.0496976
himobi,hotspot,0.10,2091,40344,0.051829267,,,,,,,2091.0,40344.0,0.051829267
ocaml,dune,0.10,4,40344,9.9147335E-5,6780666.5,663000,0.097778,,,,2.0,40344.0,4.9573668E-5
keptn,keptn,0.10,3,40344,7.43605E-5,6931428.5,663000,0.09565128,78912000,0,0.0,1.5,40344.0,3.718025E-5
philpep,testinfra,0.10,,,,6766000,663000,0.09798995,,,,,,
deepset-ai,FARM,0.10,3,40344,7.43605E-5,6936000,663000,0.09558824,108000,0,0.0,1.5,40344.0,3.718025E-5
pydata,xarray,0.10,1,40344,2.4786834E-5,6656000,663000,0.099609375,,,,1.0,40344.0,2.4786834E-5
takattty,Sharechat,0.10,3,40344,7.43605E-5,6434000,663000,0.10304631,,,,3.0,40344.0,7.43605E-5
dalek-cryptography,bulletproofs,0.10,2,40344,4.9573668E-5,6368000,663000,0.104114324,,,,2.0,40344.0,4.9573668E-5
conan-io,examples,0.10,1,40344,2.4786834E-5,6903000,663000,0.096045196,,,,1.0,40344.0,2.4786834E-5
Sh1d0w,multi_image_picker,0.10,,,,6446500,663000,0.1028465,,,,,,
dotnet,reactive,0.10,4,40344,9.9147335E-5,6868000,663000,0.096534654,,,,4.0,40344.0,9.9147335E-5
erpnet,ErpNet.FP,0.10,5,40344,1.2393417E-4,6731000,663000,0.09849948,,,,5.0,40344.0,1.2393417E-4
woocommerce,woocommerce-gutenberg-products-block,0.10,14,40344,3.4701565E-4,6420000,663000,0.10327103,,,,4.6666665,40344.0,1.15671886E-4
espressomd,espresso,0.10,1,40344,2.4786834E-5,6798666.5,663000,0.09751912,7564000,0,0.0,1.0,40344.0,2.4786834E-5
netty,netty,0.10,,,,6888000,663000,0.096254356,,,,,,
Dharam8664,github-slideshow,0.10,,,,6497000,663000,0.1020471,,,,,,
nim-lang,Nim,0.10,10,40344,2.4786833E-4,6739500,663000,0.09837525,,,,3.3333333,40344.0,8.262278E-5
cozy,cozy-client,0.10,4,40344,9.9147335E-5,6615000,663000,0.10022676,,,,2.0,40344.0,4.9573668E-5
teleporthq,teleport-code-generators,0.10,1,40344,2.4786834E-5,6339000,663000,0.10459063,48502000,0,0.0,1.0,40344.0,2.4786834E-5
parse-community,parse-dashboard,0.10,1,40344,2.4786834E-5,6974000,663000,0.0950674,1687000,0,0.0,1.0,40344.0,2.4786834E-5
adobe,aem-core-wcm-components,0.10,,,,6321500,663000,0.10488017,,,,,,
symfony,maker-bundle,0.10,,,,6403000,663000,0.10354521,,,,,,
keboola,kbc-ui,0.10,2,40344,4.9573668E-5,6911000,663000,0.09593402,,,,2.0,40344.0,4.9573668E-5
erxes,erxes,0.10,9,40344,2.230815E-4,6716000,663000,0.09871948,757000,0,0.0,2.25,40344.0,5.5770375E-5
SNCFdevelopers,bootstrap-sncf,0.10,3,40344,7.43605E-5,6607000,663000,0.100348115,,,,3.0,40344.0,7.43605E-5
SociallyCompute,Global-Consent-Manager,0.10,2,40344,4.9573668E-5,6380000,663000,0.10391849,11000,0,0.0,2.0,40344.0,4.9573668E-5
introlab,rtabmap_ros,0.10,1,40344,2.4786834E-5,6931000,663000,0.09565719,,,,1.0,40344.0,2.4786834E-5
blawar,nut,0.10,1,40344,2.4786834E-5,6340000,663000,0.10457413,,,,1.0,40344.0,2.4786834E-5
silenceButKeep,silenceButKeep.github.io,0.10,4,40344,9.9147335E-5,6861000,663000,0.09663314,,,,4.0,40344.0,9.9147335E-5
l3m0n,awvs_190703137,0.10,,,,6774000,663000,0.097874224,,,,,,
bolan9999,react-native-largelist,0.10,,,,6680000,663000,0.099251494,,,,,,
maddevsio,raiden-client-python,0.10,13,40344,3.2222882E-4,6461000,663000,0.10261569,,,,13.0,40344.0,3.2222882E-4
jarcane,heresy,0.10,1,40344,2.4786834E-5,6406500,663000,0.10348865,,,,1.0,40344.0,2.4786834E-5
arcus-azure,arcus.security,0.10,2,40344,4.9573668E-5,6604000,663000,0.1003937,3366000,0,0.0,2.0,40344.0,4.9573668E-5
MicroPyramid,Django-CRM,0.10,1,40344,2.4786834E-5,6718500,663000,0.09868274,764000,0,0.0,1.0,40344.0,2.4786834E-5
mesh-js,mesh.js,0.10,1,40344,2.4786834E-5,6382000,663000,0.10388593,,,,1.0,40344.0,2.4786834E-5
cdie,CQELight,0.10,,,,6650666.5,663000,0.09968925,,,,,,
aerogear,chat-app,0.10,5,40344,1.2393417E-4,6381500,663000,0.10389407,,,,2.5,40344.0,6.196708E-5
DaniFdezAlvarez,classrank,0.10,,,,6769000,663000,0.097946525,,,,,,
erz-mba-fbi,absenzenmanagement,0.10,7,40344,1.7350783E-4,6663000,663000,0.099504724,,,,2.3333333,40344.0,5.7835943E-5
fairecasoimeme,ZiGate,0.10,,,,6595000,663000,0.10053071,,,,,,
ltaoo,fake-bisheng,0.10,1,40344,2.4786834E-5,6511500,663000,0.10181986,,,,1.0,40344.0,2.4786834E-5
SunwellTracker,issues,0.10,,,,6694333.5,663000,0.09903899,,,,,,
sinanislekdemir,payton,0.10,1,40344,2.4786834E-5,6614000,663000,0.100241914,,,,1.0,40344.0,2.4786834E-5
bogdanpolak,delphi-dataproxy,0.10,,,,6918500,663000,0.09583002,,,,,,
pyxem,diffsims,0.10,,,,6970000,663000,0.09512195,,,,,,
michal42,wphoto,0.10,,,,6945000,663000,0.09546436,,,,,,
linksmart,grafana-sensorthings-datasource,0.10,,,,6930000,663000,0.095671,,,,,,
linuxdeepin,internal-discussion,0.10,,,,6917000,663000,0.0958508,,,,,,
OpenIdentityPlatform,OpenDJ,0.10,,,,6916000,663000,0.09586466,,,,,,
peercoin,explorer,0.10,,,,6914000,663000,0.09589239,,,,,,
sirupsen,logrus,0.10,,,,6912000,663000,0.09592014,,,,,,
tianzhuo112,VTMagic,0.10,,,,6908000,663000,0.09597568,,,,,,
ThingsElements,things-scene-form,0.10,,,,6907000,663000,0.09598958,,,,,,
liufee,yii2-swoole,0.10,,,,6902000,663000,0.096059114,,,,,,
vaadin,vaadin-grid,0.10,,,,6896000,663000,0.096142694,,,,,,
visinf,irr,0.10,,,,6883000,663000,0.09632428,,,,,,
Arkarine,Homeworks,0.10,,,,6879000,663000,0.096380286,,,,,,
kataiwo,markdown-portfolio,0.10,,,,6870000,663000,0.09650655,,,,,,
club-soda,club-soda-guide,0.10,,,,6869000,663000,0.0965206,,,,,,
jhao104,proxy_pool,0.10,,,,6865000,663000,0.09657684,,,,,,
liamcurry,passport-steam,0.10,,,,6857000,663000,0.096689515,,,,,,
AgriCraft,AgriCraft,0.10,,,,6847000,663000,0.096830726,,,,,,
bryanlimy,tf2-transformer-chatbot,0.10,,,,6841000,663000,0.096915655,,,,,,
Sym123Blue,GitHubQAAutomation279224f9-2405-43bb-998b-dd21ea8867bc,0.10,,,,6841000,663000,0.096915655,,,,,,
willfinnigan,kinetics,0.10,,,,6837000,663000,0.096972354,,,,,,
skrafft,react-native-jitsi-meet,0.10,,,,6837000,663000,0.096972354,,,,,,
chrisbra,csv.vim,0.10,,,,6832000,663000,0.09704333,,,,,,
linux-sunxi,meta-sunxi,0.10,,,,6832000,663000,0.09704333,,,,,,
kataiwo,github-upload,0.10,,,,6827000,663000,0.0971144,,,,,,
kentaroy47,frcnn-from-scratch-with-keras,0.10,,,,6794000,663000,0.0975861,,,,,,
googlesamples,android-architecture-components,0.10,,,,6793000,663000,0.09760047,,,,,,
heecheolman,code-snippet,0.10,,,,6790000,663000,0.09764359,,,,,,
jbaysolutions,vue-grid-layout,0.10,,,,6773000,663000,0.09788868,,,,,,
Acute1,github-slideshow,0.10,,,,6757000,663000,0.098120466,,,,,,
sds,slim-lint,0.10,,,,6746000,663000,0.09828046,,,,,,
NativeScript,nativescript-sdk-examples-js,0.10,,,,6745000,663000,0.09829503,,,,,,
SmartDataAnalytics,LiteralE,0.10,,,,6719000,663000,0.0986754,,,,,,
3438722695,nainu-blog,0.10,,,,6709000,663000,0.098822474,,,,,,
VictorAlbertos,RxCache,0.10,,,,6705000,663000,0.09888143,,,,,,
tensorflow,magenta,0.10,,,,6693000,663000,0.09905872,,,,,,
bmc-toolbox,bmclib,0.10,,,,6682000,663000,0.09922179,,,,,,
liouh,green,0.10,,,,6681000,663000,0.099236645,,,,,,
gboudreau,LEAF_Carwings_EasyAccess,0.10,,,,6679000,663000,0.09926636,,,,,,
massif-press,lancer-data,0.10,,,,6663000,663000,0.099504724,,,,,,
conclurer,LdapSignIn,0.10,,,,6658000,663000,0.09957945,,,,,,
vCheckReport,vCheck-NSX,0.10,,,,6648000,663000,0.09972924,,,,,,
strangerstudios,pmpro-membership-card,0.10,,,,6641000,663000,0.09983436,,,,,,
adafruit,Adafruit_SPIFlash,0.10,,,,6620000,663000,0.100151055,,,,,,
JuliaDiffEq,StochasticDiffEq.jl,0.10,,,,6609000,663000,0.10031775,,,,,,
cipchk,ngx-countdown,0.10,,,,6598000,663000,0.100485,,,,,,
xuyaoqiang,elastalert-dingtalk-plugin,0.10,,,,6584000,663000,0.100698665,,,,,,
ausaki,subfinder,0.10,,,,6580000,663000,0.10075988,,,,,,
starrtc,starrtc-android-demo,0.10,,,,6575000,663000,0.1008365,,,,,,
ZacharyMurphy,Hyperion,0.10,,,,6570000,663000,0.10091324,,,,,,
txthinking,mr2,0.10,,,,6561000,663000,0.101051666,,,,,,
EmbeddedRPC,erpc,0.10,,,,6558000,663000,0.1010979,,,,,,
mberneti,react-datepicker2,0.10,,,,6521000,663000,0.101671524,,,,,,
toland,qlmarkdown,0.10,,,,6518000,663000,0.10171832,,,,,,
yoshihiro2019,assessment,0.10,1,40344,2.4786834E-5,6354000,663000,0.10434372,,,,1.0,40344.0,2.4786834E-5
tamarin-prover,tamarin-prover,0.10,,,,6503000,663000,0.10195295,,,,,,
vaemc,CleverQQHTTP,0.10,,,,6476000,663000,0.10237801,,,,,,
opentk,opentk,0.10,,,,6470000,663000,0.10247295,,,,,,
discordjs,discord.js,0.10,,,,6467000,663000,0.10252049,,,,,,
akveo,ngx-admin,0.10,,,,6463000,663000,0.10258394,,,,,,
Achie72,crazy_rabbit_afternoon,0.10,,,,6459000,663000,0.10264747,,,,,,
cryptomator,dokany-nio-adapter,0.10,,,,6438000,663000,0.10298229,,,,,,
ruier,VxWorks_image_for_qemu,0.10,,,,6438000,663000,0.10298229,,,,,,
autotester-one,integration-tests-42541,0.10,,,,6423666.5,663000,0.10321208,,,,,,
zulfikar-idris,coba-test,0.10,,,,6404000,663000,0.10352904,,,,,,
freyta,7Eleven-Python,0.10,,,,6398000,663000,0.10362613,,,,,,
JingchaoZhao,js-learning,0.10,,,,6388000,663000,0.10378835,,,,,,
Lanesra712,Grapefruit.VuCore,0.10,,,,6384000,663000,0.10385338,,,,,,
